PrDM	T090C	T190C	C0S/m	C1S/m	Par	OxMm/Kg	Sal11	C2-C1S/m	T2-T190C	CStarTr0	Latitude	Longitude	FlECO-AFL	ModError	T2-T190C	Sal00	Sal11	SecS-priS	C2-C1S/m	DepSM	Sal00	Sal11	Sigma-t00	Sigma-t00	T2-T190C	C2-C1S/m	SecS-priS	Flag
373.071	1.4897	1.4898	3.028293	3.02819	2.97E-02	182.796	34.7222	-0.000103	0.0001	96.5531	-68.25802	-75.15876	-0.0751	0	0.0001	34.7234	34.722	-0.0014	-0.000103	369	34.7234	34.722	27.7889	27.7889	0.0001	-0.000103	-0.0014	0.00E+00
374.083	1.489	1.4889	3.028275	3.028171	2.95E-02	182.862	34.7223	-0.000104	-0.0001	96.5538	-68.25802	-75.15876	-0.073	0	-0.0001	34.7234	34.7221	-0.0012	-0.000104	370	34.7234	34.7221	27.789	27.789	-0.0001	-0.000104	-0.0012	0.00E+00
375.095	1.4855	1.4858	3.028057	3.02796	2.94E-02	182.931	34.7226	-0.000097	0.0002	96.5422	-68.25802	-75.15876	-0.0719	0	0.0002	34.7238	34.7223	-0.0015	-0.000097	371	34.7238	34.7223	27.7896	27.7896	0.0002	-0.000097	-0.0015	0.00E+00
376.107	1.4837	1.4839	3.027962	3.027859	2.92E-02	182.958	34.7228	-0.000104	0.0001	96.5577	-68.25802	-75.15876	-0.0732	0	0.0001	34.724	34.7226	-0.0015	-0.000103	372	34.724	34.7226	27.7899	27.7899	0.0001	-0.000103	-0.0015	0.00E+00
377.119	1.4833	1.4833	3.027956	3.027847	2.96E-02	183.017	34.7227	-0.000109	0	96.563	-68.25802	-75.15876	-0.0737	0	0	34.7239	34.7225	-0.0014	-0.000109	373	34.7239	34.7225	27.7898	27.7898	0	-0.000109	-0.0014	0.00E+00
378.131	1.483	1.4831	3.027982	3.027877	2.98E-02	183.108	34.7227	-0.000105	0.0001	96.5716	-68.25802	-75.15876	-0.0735	0	0.0001	34.724	34.7226	-0.0014	-0.000105	374	34.724	34.7226	27.7899	27.7899	0.0001	-0.000105	-0.0014	0.00E+00
379.143	1.4832	1.4834	3.028044	3.027953	2.94E-02	183.108	34.7227	-0.000091	0.0002	96.5703	-68.25802	-75.15876	-0.0733	0	0.0002	34.7239	34.7226	-0.0013	-0.000091	375	34.7239	34.7226	27.7899	27.7899	0.0002	-0.000091	-0.0013	0.00E+00
380.155	1.4752	1.4755	3.027457	3.027383	2.90E-02	183.464	34.7237	-0.000074	0.0004	96.3917	-68.25802	-75.15876	-0.0669	0	0.0004	34.7248	34.7234	-0.0014	-0.000073	376	34.7248	34.7234	27.7911	27.7911	0.0004	-0.000073	-0.0014	0.00E+00
381.167	1.4724	1.4724	3.027258	3.027148	2.91E-02	183.486	34.7236	-0.000111	0.0001	96.5665	-68.25802	-75.15876	-0.0691	0	0.0001	34.7248	34.7233	-0.0015	-0.00011	377	34.7248	34.7233	27.7913	27.7913	0.0001	-0.00011	-0.0015	0.00E+00
382.179	1.4692	1.4691	3.027035	3.026924	2.88E-02	183.956	34.7239	-0.000111	-0.0001	96.5641	-68.25802	-75.15876	-0.0736	0	-0.0001	34.7248	34.7235	-0.0013	-0.000112	378	34.7248	34.7235	27.7916	27.7916	-0.0001	-0.000112	-0.0013	0.00E+00
383.191	1.4579	1.4575	3.026175	3.026009	2.95E-02	184.308	34.7247	-0.000165	-0.0004	96.5601	-68.25802	-75.15876	-0.0739	0	-0.0004	34.7258	34.7241	-0.0017	-0.000166	379	34.7258	34.7241	27.7932	27.7932	-0.0004	-0.000166	-0.0017	0.00E+00
384.203	1.4559	1.4571	3.026015	3.026018	2.94E-02	184.211	34.7245	-2.99E-07	0.0013	96.5723	-68.25802	-75.15876	-0.0717	0	0.0013	34.7254	34.7241	-0.0014	0.000003	380	34.7254	34.7241	27.793	27.793	0.0013	0.000003	-0.0014	0.00E+00
385.215	1.4553	1.4542	3.026019	3.025816	2.88E-02	184.365	34.7245	-0.000199	-0.001	96.5682	-68.25802	-75.15876	-0.0682	0	-0.001	34.7255	34.7241	-0.0014	-0.000203	381	34.7255	34.7241	27.7932	27.7932	-0.001	-0.000203	-0.0014	0.00E+00
386.227	1.4518	1.4516	3.025783	3.025656	2.88E-02	184.429	34.7248	-0.000127	-0.0002	96.5667	-68.25802	-75.15876	-0.0529	0	-0.0002	34.7258	34.7244	-0.0014	-0.000127	382	34.7258	34.7244	27.7936	27.7936	-0.0002	-0.000127	-0.0014	0.00E+00
387.239	1.452	1.4519	3.02583	3.025717	2.89E-02	184.242	34.7245	-0.000113	0	96.5676	-68.25802	-75.15876	-0.0625	0	0	34.7256	34.7242	-0.0014	-0.000113	383	34.7256	34.7242	27.7935	27.7935	0	-0.000113	-0.0014	0.00E+00
388.251	1.4513	1.4514	3.025849	3.025733	2.90E-02	184.409	34.7247	-0.000115	0.0001	96.5542	-68.25802	-75.15876	-0.0763	0	0.0001	34.726	34.7245	-0.0015	-0.000116	384	34.726	34.7245	27.7939	27.7939	0.0001	-0.000116	-0.0015	0.00E+00
389.263	1.4496	1.4496	3.025759	3.025646	2.87E-02	184.563	34.7249	-0.000113	0	96.5644	-68.25802	-75.15876	-0.0715	0	0	34.7262	34.7247	-0.0015	-0.000113	385	34.7262	34.7247	27.7941	27.7941	0	-0.000113	-0.0015	0.00E+00
390.275	1.4498	1.45	3.0258	3.025711	2.91E-02	184.518	34.7247	-0.000091	0.0002	96.5237	-68.25802	-75.15876	-0.0735	0	0.0002	34.7259	34.7246	-0.0014	-0.000089	386	34.7259	34.7246	27.7939	27.7939	0.0002	-0.000089	-0.0014	0.00E+00
391.287	1.4491	1.4492	3.025811	3.025696	2.86E-02	184.524	34.7247	-0.000115	0.0001	96.5563	-68.25802	-75.15876	-0.072	0	0.0001	34.7262	34.7246	-0.0015	-0.000115	387	34.7262	34.7246	27.7941	27.7941	0.0001	-0.000115	-0.0015	0.00E+00
392.299	1.4487	1.4491	3.025811	3.025722	2.91E-02	184.504	34.7246	-0.00009	0.0004	96.566	-68.25802	-75.15876	-0.0709	0	0.0004	34.7261	34.7245	-0.0016	-0.000089	388	34.7261	34.7245	27.7941	27.7941	0.0004	-0.000089	-0.0016	0.00E+00
393.311	1.4491	1.4489	3.025885	3.02577	2.87E-02	184.518	34.7248	-0.000115	-0.0001	96.5574	-68.25802	-75.15876	-0.0702	0	-0.0001	34.7261	34.7247	-0.0013	-0.000116	389	34.7261	34.7247	27.7941	27.7941	-0.0001	-0.000115	-0.0013	0.00E+00
394.323	1.4491	1.4489	3.025946	3.025808	2.84E-02	184.523	34.7247	-0.000137	-0.0003	96.5588	-68.25802	-75.15876	-0.0689	0	-0.0003	34.7261	34.7247	-0.0014	-0.000138	390	34.7261	34.7247	27.7941	27.7941	-0.0003	-0.000138	-0.0014	0.00E+00
395.335	1.449	1.449	3.02598	3.025865	2.86E-02	184.475	34.7247	-0.000115	0	96.5705	-68.25802	-75.15876	-0.0697	0	0	34.7261	34.7247	-0.0015	-0.000115	391	34.7261	34.7247	27.7941	27.7941	0	-0.000115	-0.0015	0.00E+00
396.347	1.4488	1.4487	3.026009	3.025899	2.90E-02	184.483	34.7248	-0.00011	0	96.5539	-68.25802	-75.15876	-0.0719	0	0	34.7262	34.7248	-0.0014	-0.00011	392	34.7262	34.7248	27.7942	27.7942	0	-0.00011	-0.0014	0.00E+00
397.359	1.4488	1.4488	3.026043	3.025938	2.88E-02	184.434	34.7247	-0.000105	0	96.5665	-68.25802	-75.15876	-0.0746	0	0	34.7261	34.7247	-0.0013	-0.000105	393	34.7261	34.7247	27.7941	27.7941	0	-0.000105	-0.0014	0.00E+00
398.371	1.4486	1.449	3.026082	3.026004	2.87E-02	184.59	34.7247	-0.00008	0.0004	96.5576	-68.25802	-75.15876	-0.0524	0	0.0004	34.7261	34.7247	-0.0014	-0.000078	394	34.7261	34.7247	27.7941	27.7941	0.0004	-0.000078	-0.0014	0.00E+00
399.383	1.4492	1.4492	3.02618	3.026064	2.87E-02	184.552	34.7247	-0.000116	-0.0001	96.5564	-68.25802	-75.15876	-0.0713	0	-0.0001	34.7261	34.7247	-0.0014	-0.000116	395	34.7261	34.7247	27.7941	27.7941	-0.0001	-0.000116	-0.0014	0.00E+00
400.395	1.4501	1.4499	3.026296	3.026165	2.85E-02	184.308	34.7246	-0.00013	-0.0002	96.5646	-68.25802	-75.15876	-0.0767	0	-0.0002	34.7261	34.7246	-0.0015	-0.00013	396	34.7261	34.7246	27.794	27.794	-0.0002	-0.00013	-0.0015	0.00E+00
401.407	1.4506	1.4505	3.026383	3.026273	2.85E-02	184.413	34.7247	-0.000111	0	96.55	-68.25802	-75.15876	-0.0704	0	0	34.7261	34.7247	-0.0014	-0.00011	397	34.7261	34.7247	27.794	27.794	0	-0.00011	-0.0014	0.00E+00
402.419	1.4503	1.4503	3.026402	3.026294	2.87E-02	184.448	34.7247	-0.000108	0	96.5359	-68.25802	-75.15876	-0.0558	0	0	34.7261	34.7247	-0.0014	-0.000109	398	34.7261	34.7247	27.794	27.794	0	-0.000109	-0.0014	0.00E+00
403.432	1.4506	1.4509	3.026472	3.026377	2.87E-02	184.475	34.7245	-0.000095	0.0002	96.537	-68.25802	-75.15876	-0.0736	0	0.0002	34.7259	34.7245	-0.0015	-0.000094	399	34.7259	34.7245	27.7938	27.7938	0.0002	-0.000094	-0.0015	0.00E+00
404.444	1.4516	1.4516	3.026591	3.026484	2.85E-02	184.471	34.7244	-0.000106	0	96.5662	-68.25802	-75.15876	-0.0622	0	0	34.7258	34.7245	-0.0014	-0.000106	400	34.7258	34.7245	27.7937	27.7937	0	-0.000106	-0.0014	0.00E+00
405.456	1.4509	1.451	3.026589	3.026484	2.84E-02	184.506	34.7245	-0.000105	0.0002	96.5552	-68.25802	-75.15876	-0.0706	0	0.0001	34.726	34.7245	-0.0015	-0.000105	401	34.726	34.7245	27.7939	27.7939	0.0001	-0.000105	-0.0015	0.00E+00
406.468	1.4498	1.4499	3.026542	3.026449	2.82E-02	184.419	34.7247	-0.000094	0.0002	96.5578	-68.25802	-75.15876	-0.07	0	0.0002	34.7261	34.7247	-0.0014	-0.000093	402	34.7261	34.7247	27.794	27.794	0.0002	-0.000093	-0.0014	0.00E+00
407.48	1.4503	1.4499	3.026626	3.026495	2.84E-02	184.464	34.7247	-0.00013	-0.0004	96.5654	-68.25802	-75.15876	-0.0731	0	-0.0004	34.726	34.7247	-0.0013	-0.000131	403	34.726	34.7247	27.7939	27.7939	-0.0004	-0.000131	-0.0013	0.00E+00
408.492	1.4499	1.4499	3.02665	3.026549	2.84E-02	184.58	34.7248	-0.000102	0	96.5375	-68.25802	-75.15876	-0.0712	0	0	34.7261	34.7248	-0.0013	-0.000101	404	34.7261	34.7248	27.7941	27.7941	0	-0.000101	-0.0013	0.00E+00
409.504	1.45	1.4501	3.026701	3.026603	2.83E-02	184.378	34.7248	-0.000098	0.0001	96.5615	-68.25802	-75.15876	-0.075	0	0.0001	34.7261	34.7247	-0.0014	-0.000098	405	34.7261	34.7247	27.794	27.794	0.0001	-0.000098	-0.0014	0.00E+00
410.516	1.4499	1.4498	3.026742	3.026627	2.83E-02	184.431	34.7248	-0.000114	-0.0001	96.5567	-68.25802	-75.15876	-0.0739	0	-0.0001	34.7262	34.7248	-0.0014	-0.000114	406	34.7262	34.7248	27.7941	27.7941	-0.0001	-0.000114	-0.0014	0.00E+00
411.528	1.4498	1.4499	3.026778	3.026673	2.83E-02	184.489	34.7247	-0.000106	0.0001	96.566	-68.25802	-75.15876	-0.074	0	0.0001	34.7261	34.7247	-0.0014	-0.000106	407	34.7261	34.7247	27.794	27.794	0.0001	-0.000106	-0.0014	0.00E+00
412.541	1.45	1.4502	3.026837	3.026743	2.84E-02	184.46	34.7247	-0.000094	0.0002	96.5579	-68.25802	-75.15876	-0.076	0	0.0002	34.7261	34.7247	-0.0014	-0.000094	408	34.7261	34.7247	27.794	27.794	0.0002	-0.000094	-0.0014	0.00E+00
413.553	1.4495	1.4496	3.026853	3.026747	2.83E-02	184.509	34.7248	-0.000107	0.0001	96.5641	-68.25802	-75.15876	-0.076	0	0.0001	34.7263	34.7248	-0.0015	-0.000106	409	34.7263	34.7248	27.7942	27.7942	0.0001	-0.000106	-0.0015	0.00E+00
414.565	1.4495	1.4495	3.026888	3.026778	2.85E-02	184.469	34.7248	-0.000109	0	96.5526	-68.25802	-75.15876	-0.0773	0	0	34.7262	34.7247	-0.0014	-0.000109	410	34.7262	34.7247	27.7941	27.7941	0	-0.000109	-0.0014	0.00E+00
415.577	1.4496	1.4496	3.026945	3.026835	2.84E-02	184.471	34.7247	-0.00011	0	96.5187	-68.25802	-75.15876	-0.0724	0	0	34.7261	34.7247	-0.0014	-0.00011	411	34.7261	34.7247	27.7941	27.7941	0	-0.00011	-0.0014	0.00E+00
