"","x"
"5677","Prop_24546.2"
"5678","Prop_1566.0"
"5679","Prop_17282.18791"
"5680","Prop_17282.35537"
"5681","Prop_17282.37312"
"5682","Prop_2173.0"
"5683","Prop_17282.8736"
"5684","Prop_21542.1"
"5685","Prop_23024.0"
"5686","Prop_46764.1"
"5687","Prop_17282.11899"
"5688","Prop_17282.19724"
"5689","Prop_805.0"
"5690","Prop_655.2"
"5691","Prop_30638.4"
"5692","Prop_17282.26017"
"5693","Prop_20638.0"
"5694","Prop_20813.0"
"5695","Prop_17282.17475"
"5696","Prop_17282.10911"
"5697","Prop_17282.46479"
"5698","Prop_49115.0"
"5699","Prop_17282.22941"
"5700","Prop_33975.1"
"5701","Prop_17282.10905"
"5702","Prop_6968.3"
"5703","Prop_25771.0"
"5704","Prop_47941.1"
"5705","Prop_47837.0"
"5706","Prop_17282.19251"
"5707","Prop_25586.0"
"5708","Prop_20339.0"
"5709","Prop_47795.0"
"5710","Prop_44106.0"
"5711","Prop_17282.5688"
"5712","Prop_51203.0"
"5713","Prop_17282.37446"
"5714","Prop_33327.0"
"5715","Prop_5022.0"
"5716","Prop_17282.9388"
"5717","Prop_4868.1"
"5718","Prop_17282.31716"
"5719","Prop_36545.0"
"5720","Prop_39744.0"
"5721","Prop_13580.0"
"5722","Prop_17282.5455"
"5723","Prop_30764.0"
"5724","Prop_17282.8893"
"5725","Prop_38125.0"
"5726","Prop_17282.7079"
"5727","Prop_17282.10896"
"5728","Prop_11591.0"
"5729","Prop_48383.3"
"5730","Prop_17282.13914"
"5731","Prop_17282.28349"
"5732","Prop_32037.0"
"5733","Prop_17282.19280"
"5734","Prop_17282.45447"
"5735","Prop_30771.3"
"5736","Prop_17589.0"
"5737","Prop_38636.0"
"5738","Prop_14324.3"
"5739","Prop_32087.1"
"5740","Prop_912.16"
"5741","Prop_17282.8943"
"5742","Prop_36862.0"
"5743","Prop_17282.27309"
"5744","Prop_23895.1"
"5745","Prop_17282.19950"
"5746","Prop_37709.1"
"5747","Prop_17282.40430"
"5748","Prop_7031.3"
"5749","Prop_17282.29617"
"5750","Prop_17282.37589"
"5751","Prop_8487.1"
"5752","Prop_42370.3"
"5753","Prop_9548.1"
"5754","Prop_36862.2"
"5755","Prop_17282.29477"
"5756","Prop_17282.8994"
"5757","Prop_17282.10692"
"5758","Prop_17282.44075"
"5759","Prop_17282.17749"
"5760","Prop_51221.1"
"5761","Prop_17282.8214"
"5762","Prop_13298.0"
"5763","Prop_14870.0"
"5764","Prop_28331.0"
"5765","Prop_29244.0"
"5766","Prop_17282.24542"
"5767","Prop_29023.5"
"5768","Prop_46467.0"
"5769","Prop_8084.0"
"5770","Prop_17282.23704"
"5771","Prop_27024.0"
"5772","Prop_48537.2"
"5773","Prop_17282.5951"
"5774","Prop_34483.0"
"5775","Prop_26302.7"
"5776","Prop_17282.23233"
"5777","Prop_17282.39859"
"5778","Prop_21170.1"
"5779","Prop_17282.17424"
"5780","Prop_42571.1"
"5781","Prop_17282.35005"
"5782","Prop_30406.4"
"5783","Prop_17282.27837"
"5784","Prop_10912.1"
"5785","Prop_17282.10489"
"5786","Prop_17282.28986"
"5787","Prop_44717.0"
"5788","Prop_32024.0"
"5789","Prop_23523.7"
"5790","Prop_46465.0"
"5791","Prop_23152.1"
"5792","Prop_17282.21546"
"5793","Prop_17282.22981"
"5794","Prop_33547.0"
"5795","Prop_37116.0"
"5796","Prop_47194.0"
"5797","Prop_37707.4"
"5798","Prop_17282.11248"
"5799","Prop_17282.17776"
"5800","Prop_25003.1"
"5801","Prop_13944.1"
"5802","Prop_17282.16334"
"5803","Prop_17282.25391"
"5804","Prop_17282.25144"
"5805","Prop_17282.17750"
"5806","Prop_20404.1"
"5807","Prop_49019.1"
"5808","Prop_17282.20687"
"5809","Prop_17282.9646"
"5810","Prop_32095.0"
"5811","Prop_17282.24951"
"5812","Prop_17282.23091"
"5813","Prop_40769.4"
"5814","Prop_21206.0"
"5815","Prop_19651.0"
"5816","Prop_17282.18846"
"5817","Prop_17282.35812"
"5818","Prop_17282.8995"
"5819","Prop_2020.35"
"5820","Prop_4437.0"
"5821","Prop_17282.10959"
"5822","Prop_32535.2"
"5823","Prop_49691.0"
"5824","Prop_22226.0"
"5825","Prop_17282.24569"
"5826","Prop_23458.0"
"5827","Prop_17282.41226"
"5828","Prop_46938.2"
"5829","Prop_17282.29207"
"5830","Prop_48616.0"
"5831","Prop_17282.18709"
"5832","Prop_20405.4"
"5833","Prop_17282.26325"
"5834","Prop_17282.19232"
"5835","Prop_17542.1"
"5836","Prop_48533.0"
"5837","Prop_26153.4"
"5838","Prop_38432.0"
"5839","Prop_22661.0"
"5840","Prop_3883.0"
"5841","Prop_17282.41201"
"5842","Prop_27711.3"
"5843","Prop_39749.2"
"5844","Prop_49009.0"
"5845","Prop_17282.38619"
"5846","Prop_22250.0"
"5847","Prop_17282.43251"
"5848","Prop_46957.0"
"5849","Prop_17282.31925"
"5850","Prop_25259.0"
"5851","Prop_17282.7399"
"5852","Prop_46898.2"
"5853","Prop_26937.0"
"5854","Prop_23000.0"
"5855","Prop_35503.2"
"5856","Prop_17282.16399"
"5857","Prop_17282.41740"
"5858","Prop_17282.10182"
"5859","Prop_17282.17793"
"5860","Prop_2949.0"
"5861","Prop_17282.8966"
"5862","Prop_11568.0"
"5863","Prop_48397.0"
"5864","Prop_32945.2"
"5865","Prop_43578.0"
"5866","Prop_17282.35003"
"5867","Prop_17282.17753"
"5868","Prop_17282.37201"
"5869","Prop_3857.0"
"5870","Prop_17282.44537"
"5871","Prop_17501.1"
"5872","Prop_2020.190"
"5873","Prop_17282.24120"
"5874","Prop_17282.25128"
"5875","Prop_17282.23468"
"5876","Prop_40344.1"
"5877","Prop_24249.1"
"5878","Prop_50133.0"
"5879","Prop_17282.3832"
"5880","Prop_9462.1"
"5881","Prop_35614.1"
"5882","Prop_17282.34252"
"5883","Prop_49314.0"
"5884","Prop_36989.0"
"5885","Prop_17282.14259"
"5886","Prop_41211.2"
"5887","Prop_12928.15"
"5888","Prop_51221.2"
"5889","Prop_46098.1"
"5890","Prop_912.3"
"5891","Prop_17282.27863"
"5892","Prop_23369.0"
"5893","Prop_17282.35552"
"5894","Prop_39385.83"
"5895","Prop_43297.3"
"5896","Prop_32976.0"
"5897","Prop_9548.3"
"5898","Prop_17282.28834"
"5899","Prop_17690.3"
"5900","Prop_17282.25646"
"5901","Prop_36722.0"
"5902","Prop_26013.15"
"5903","Prop_51363.5"
"5904","Prop_36725.1"
"5905","Prop_4425.0"
"5906","Prop_17282.25652"
"5907","Prop_47182.13"
"5908","Prop_17282.27310"
"5909","Prop_17282.34208"
"5910","Prop_46869.0"
"5911","Prop_17282.17485"
"5912","Prop_50511.3"
"5913","Prop_2062.5"
"5914","Prop_17282.10935"
"5915","Prop_46506.0"
"5916","Prop_28084.0"
"5917","Prop_17282.35008"
"5918","Prop_17282.15114"
"5919","Prop_9750.0"
"5920","Prop_50739.0"
"5921","Prop_17282.45964"
"5922","Prop_2020.213"
"5923","Prop_17282.24076"
"5924","Prop_7233.1"
"5925","Prop_17282.38789"
"5926","Prop_24280.0"
"5927","Prop_20234.45"
"5928","Prop_48802.0"
"5929","Prop_17282.45264"
"5930","Prop_28588.0"
"5931","Prop_17282.32559"
"5932","Prop_17282.38176"
"5933","Prop_17282.33894"
"5934","Prop_41358.0"
"5935","Prop_39385.102"
"5936","Prop_24546.3"
"5937","Prop_29547.0"
"5938","Prop_17282.21345"
"5939","Prop_41211.9"
"5940","Prop_17282.15158"
"5941","Prop_17282.5801"
"5942","Prop_17282.34900"
"5943","Prop_17282.25148"
"5944","Prop_17282.23003"
"5945","Prop_32814.1"
"5946","Prop_36087.3"
"5947","Prop_17282.30491"
"5948","Prop_17282.16853"
"5949","Prop_17282.38145"
"5950","Prop_26112.1"
"5951","Prop_17282.23708"
"5952","Prop_17282.37197"
"5953","Prop_25830.0"
"5954","Prop_15347.1"
"5955","Prop_17282.26786"
"5956","Prop_17282.19884"
"5957","Prop_29302.1"
"5958","Prop_17282.11234"
"5959","Prop_34178.0"
"5960","Prop_33517.1"
"5961","Prop_2020.56"
"5962","Prop_15218.0"
"5963","Prop_20106.0"
"5964","Prop_24961.5"
"5965","Prop_17282.9052"
"5966","Prop_40823.0"
"5967","Prop_50881.6"
"5968","Prop_17282.32019"
"5969","Prop_17282.30872"
"5970","Prop_35829.1"
"5971","Prop_10348.0"
"5972","Prop_17282.15869"
"5973","Prop_48133.3"
"5974","Prop_29140.2"
"5975","Prop_17282.8681"
"5976","Prop_17282.25795"
"5977","Prop_8487.4"
"5978","Prop_41949.1"
"5979","Prop_47522.2"
"5980","Prop_36488.0"
"5981","Prop_17282.34250"
"5982","Prop_17282.546"
"5983","Prop_17282.28271"
"5984","Prop_50573.1"
"5985","Prop_2020.38"
"5986","Prop_17282.43683"
"5987","Prop_17282.2895"
"5988","Prop_27847.0"
"5989","Prop_17282.29166"
"5990","Prop_35001.1"
"5991","Prop_35804.0"
"5992","Prop_17282.27782"
"5993","Prop_17282.20516"
"5994","Prop_25064.0"
"5995","Prop_35006.1"
"5996","Prop_17282.9477"
"5997","Prop_17282.24725"
"5998","Prop_17282.16111"
"5999","Prop_35824.0"
"6000","Prop_17282.10373"
"6001","Prop_17282.20711"
"6002","Prop_17282.43153"
"6003","Prop_26652.0"
"6004","Prop_17282.2837"
"6005","Prop_17282.37571"
"6006","Prop_38343.1"
"6007","Prop_17282.1162"
"6008","Prop_42825.0"
"6009","Prop_17282.15103"
"6010","Prop_17282.13254"
"6011","Prop_22904.1"
"6012","Prop_5400.1"
"6013","Prop_17428.3"
"6014","Prop_41616.0"
"6015","Prop_32656.0"
"6016","Prop_22759.0"
"6017","Prop_17282.40803"
"6018","Prop_35923.0"
"6019","Prop_38878.0"
"6020","Prop_18437.0"
"6021","Prop_1797.0"
"6022","Prop_30176.0"
"6023","Prop_4406.0"
"6024","Prop_6971.0"
"6025","Prop_45836.1"
"6026","Prop_17282.7518"
"6027","Prop_50641.1"
"6028","Prop_17282.10899"
"6029","Prop_33142.0"
"6030","Prop_17282.27609"
"6031","Prop_14516.0"
"6032","Prop_17282.18018"
"6033","Prop_17282.23537"
"6034","Prop_21787.1"
"6035","Prop_8820.0"
"6036","Prop_39304.1"
"6037","Prop_23801.5"
"6038","Prop_34704.3"
"6039","Prop_26166.0"
"6040","Prop_51089.2"
"6041","Prop_20497.0"
"6042","Prop_17282.13757"
"6043","Prop_17282.44241"
"6044","Prop_17282.42786"
"6045","Prop_45724.0"
"6046","Prop_17746.0"
"6047","Prop_37873.0"
"6048","Prop_43707.0"
"6049","Prop_17282.13620"
"6050","Prop_17282.26345"
"6051","Prop_17282.17165"
"6052","Prop_17282.2124"
"6053","Prop_41551.0"
"6054","Prop_4486.0"
"6055","Prop_17282.44440"
"6056","Prop_17282.24545"
"6057","Prop_17282.14189"
"6058","Prop_37933.0"
"6059","Prop_45244.0"
"6060","Prop_17634.1"
"6061","Prop_40769.3"
"6062","Prop_33419.2"
"6063","Prop_17282.40819"
"6064","Prop_17282.15477"
"6065","Prop_17282.17316"
"6066","Prop_6728.11"
"6067","Prop_17282.40809"
"6068","Prop_17282.2138"
"6069","Prop_17282.44113"
"6070","Prop_39066.0"
"6071","Prop_17282.9044"
"6072","Prop_7698.3"
"6073","Prop_17282.23966"
"6074","Prop_17282.10185"
"6075","Prop_17282.30286"
"6076","Prop_17282.25145"
"6077","Prop_17282.37707"
"6078","Prop_38415.2"
"6079","Prop_39539.0"
"6080","Prop_39749.7"
"6081","Prop_49115.1"
"6082","Prop_17282.2866"
"6083","Prop_24853.13"
"6084","Prop_6968.2"
"6085","Prop_17282.23691"
"6086","Prop_17282.38783"
"6087","Prop_39370.0"
"6088","Prop_14639.0"
"6089","Prop_2020.198"
"6090","Prop_17282.14505"
"6091","Prop_36369.0"
"6092","Prop_17282.13713"
"6093","Prop_14362.3"
"6094","Prop_37707.3"
"6095","Prop_17282.23727"
"6096","Prop_17282.2945"
"6097","Prop_12829.1"
"6098","Prop_15938.0"
"6099","Prop_17282.19175"
"6100","Prop_37545.0"
"6101","Prop_15615.2"
"6102","Prop_17282.25385"
"6103","Prop_17282.8897"
"6104","Prop_17282.18982"
"6105","Prop_17282.22980"
"6106","Prop_17282.6900"
"6107","Prop_5265.1"
"6108","Prop_37369.0"
"6109","Prop_17282.17075"
"6110","Prop_17282.20775"
"6111","Prop_50193.1"
"6112","Prop_42370.8"
"6113","Prop_17282.11058"
"6114","Prop_39744.8"
"6115","Prop_17282.45597"
"6116","Prop_29397.0"
"6117","Prop_27525.6"
"6118","Prop_16689.1"
"6119","Prop_17282.28293"
"6120","Prop_29915.1"
"6121","Prop_29048.0"
"6122","Prop_17282.21852"
"6123","Prop_17282.3240"
"6124","Prop_47182.10"
"6125","Prop_19510.0"
"6126","Prop_35469.0"
"6127","Prop_18275.1"
"6128","Prop_28204.0"
"6129","Prop_13482.0"
"6130","Prop_17282.43769"
"6131","Prop_17282.24740"
"6132","Prop_17282.17861"
"6133","Prop_377.0"
"6134","Prop_20234.7"
"6135","Prop_18978.0"
"6136","Prop_17211.0"
"6137","Prop_17282.19337"
"6138","Prop_21555.0"
"6139","Prop_17282.35616"
"6140","Prop_21140.0"
"6141","Prop_50858.0"
"6142","Prop_33348.0"
"6143","Prop_17282.37590"
"6144","Prop_19273.0"
"6145","Prop_17282.43974"
"6146","Prop_17282.19922"
"6147","Prop_17282.46213"
"6148","Prop_26013.12"
"6149","Prop_17282.19928"
"6150","Prop_15753.0"
"6151","Prop_32703.0"
"6152","Prop_17282.27138"
"6153","Prop_18802.0"
"6154","Prop_17282.677"
"6155","Prop_6571.1"
"6156","Prop_17282.23983"
"6157","Prop_15107.0"
"6158","Prop_17282.43244"
"6159","Prop_32535.1"
"6160","Prop_27310.1"
"6161","Prop_17282.4337"
"6162","Prop_45846.0"
"6163","Prop_16314.1"
"6164","Prop_25120.0"
"6165","Prop_27493.6"
"6166","Prop_47503.0"
"6167","Prop_17282.26758"
"6168","Prop_39725.1"
"6169","Prop_46820.2"
"6170","Prop_32801.3"
"6171","Prop_44969.2"
"6172","Prop_39385.47"
"6173","Prop_30204.1"
"6174","Prop_17282.8906"
"6175","Prop_17282.44771"
"6176","Prop_15992.0"
"6177","Prop_2020.177"
"6178","Prop_17282.17777"
"6179","Prop_17282.13243"
"6180","Prop_36451.1"
"6181","Prop_17282.43071"
"6182","Prop_16368.4"
"6183","Prop_17282.11236"
"6184","Prop_17282.35546"
"6185","Prop_36989.1"
"6186","Prop_2020.212"
"6187","Prop_47962.1"
"6188","Prop_24715.2"
"6189","Prop_17282.545"
"6190","Prop_17282.17160"
"6191","Prop_9047.0"
"6192","Prop_44000.1"
"6193","Prop_17282.13586"
"6194","Prop_24411.0"
"6195","Prop_17282.5089"
"6196","Prop_25604.2"
"6197","Prop_17282.9671"
"6198","Prop_19437.0"
"6199","Prop_42291.0"
"6200","Prop_14136.1"
"6201","Prop_17282.29983"
"6202","Prop_17282.30845"
"6203","Prop_30974.40"
"6204","Prop_12041.0"
"6205","Prop_24727.0"
"6206","Prop_17282.10181"
"6207","Prop_17282.12547"
"6208","Prop_17282.45421"
"6209","Prop_17282.9308"
"6210","Prop_23454.0"
"6211","Prop_845.19"
"6212","Prop_47964.1"
"6213","Prop_2020.25"
"6214","Prop_2726.4"
"6215","Prop_17282.21393"
"6216","Prop_17282.26042"
"6217","Prop_31119.0"
"6218","Prop_36514.3"
"6219","Prop_42370.4"
"6220","Prop_17282.9315"
"6221","Prop_27336.0"
"6222","Prop_47941.0"
"6223","Prop_17282.27606"
"6224","Prop_17282.7242"
"6225","Prop_17282.8588"
"6226","Prop_43914.0"
"6227","Prop_47182.1"
"6228","Prop_17282.30887"
"6229","Prop_17282.45359"
"6230","Prop_19101.0"
"6231","Prop_17282.17765"
"6232","Prop_17282.24125"
"6233","Prop_17282.18837"
"6234","Prop_19660.0"
"6235","Prop_40945.1"
"6236","Prop_38139.3"
"6237","Prop_22837.0"
"6238","Prop_5846.4"
"6239","Prop_24853.2"
"6240","Prop_40929.0"
"6241","Prop_17282.17778"
"6242","Prop_41864.3"
"6243","Prop_48995.0"
"6244","Prop_47805.0"
"6245","Prop_17282.31351"
"6246","Prop_33861.0"
"6247","Prop_17282.40752"
"6248","Prop_17282.422"
"6249","Prop_17282.42531"
"6250","Prop_30974.36"
"6251","Prop_24949.0"
"6252","Prop_17282.13912"
"6253","Prop_42571.2"
"6254","Prop_17282.17786"
"6255","Prop_17282.18572"
"6256","Prop_17282.31244"
"6257","Prop_49629.0"
"6258","Prop_36637.0"
"6259","Prop_17282.6548"
"6260","Prop_48237.1"
"6261","Prop_36929.0"
"6262","Prop_17282.14850"
"6263","Prop_17282.19172"
"6264","Prop_48683.0"
"6265","Prop_17282.41497"
"6266","Prop_17282.17477"
"6267","Prop_17282.26010"
"6268","Prop_20163.0"
"6269","Prop_17282.8202"
"6270","Prop_16210.3"
"6271","Prop_36824.1"
"6272","Prop_17282.29169"
"6273","Prop_8084.1"
"6274","Prop_17282.3199"
"6275","Prop_6968.1"
"6276","Prop_17282.39949"
"6277","Prop_17282.21392"
"6278","Prop_44683.2"
"6279","Prop_8487.3"
"6280","Prop_17282.11238"
"6281","Prop_47522.1"
"6282","Prop_17282.4760"
"6283","Prop_17282.15529"
"6284","Prop_17282.6748"
"6285","Prop_21787.0"
"6286","Prop_2020.28"
"6287","Prop_17282.23732"
"6288","Prop_17282.740"
"6289","Prop_17282.173"
"6290","Prop_24462.0"
"6291","Prop_31991.0"
"6292","Prop_6613.0"
"6293","Prop_9682.0"
"6294","Prop_17282.19610"
"6295","Prop_37677.0"
"6296","Prop_17282.20580"
"6297","Prop_2020.50"
"6298","Prop_40096.1"
"6299","Prop_17282.21851"
"6300","Prop_36697.0"
"6301","Prop_45990.1"
"6302","Prop_48383.1"
"6303","Prop_17437.1"
"6304","Prop_42145.0"
"6305","Prop_14362.2"
"6306","Prop_17282.27972"
"6307","Prop_34811.1"
"6308","Prop_13778.0"
"6309","Prop_48254.0"
"6310","Prop_48237.10"
"6311","Prop_17282.10478"
"6312","Prop_1737.0"
"6313","Prop_2020.187"
"6314","Prop_17282.8891"
"6315","Prop_20833.0"
"6316","Prop_17282.5597"
"6317","Prop_5161.0"
"6318","Prop_41607.0"
"6319","Prop_17282.22291"
"6320","Prop_25604.4"
"6321","Prop_17282.15157"
"6322","Prop_17282.25262"
"6323","Prop_36318.0"
"6324","Prop_17282.26770"
"6325","Prop_11242.0"
"6326","Prop_50374.0"
"6327","Prop_21170.4"
"6328","Prop_17282.4735"
"6329","Prop_35228.0"
"6330","Prop_46241.9"
"6331","Prop_17282.7223"
"6332","Prop_50859.0"
"6333","Prop_17282.21866"
"6334","Prop_17282.29364"
"6335","Prop_37000.0"
"6336","Prop_28832.0"
"6337","Prop_17282.17085"
"6338","Prop_15393.0"
"6339","Prop_31317.0"
"6340","Prop_45880.0"
"6341","Prop_17282.28337"
"6342","Prop_36989.2"
"6343","Prop_17282.9389"
"6344","Prop_17282.30746"
"6345","Prop_17282.31139"
"6346","Prop_17282.21049"
"6347","Prop_17282.25047"
"6348","Prop_17282.5490"
"6349","Prop_17282.9316"
"6350","Prop_17282.32022"
"6351","Prop_23895.0"
"6352","Prop_4408.0"
"6353","Prop_17282.27945"
"6354","Prop_10936.1"
"6355","Prop_17282.16421"
"6356","Prop_17282.20820"
"6357","Prop_14789.0"
"6358","Prop_36254.3"
"6359","Prop_17282.42646"
"6360","Prop_17282.18266"
"6361","Prop_17282.42197"
"6362","Prop_49931.1"
"6363","Prop_17282.10918"
"6364","Prop_17282.17752"
"6365","Prop_17282.28591"
"6366","Prop_17282.13248"
"6367","Prop_17282.18268"
"6368","Prop_17282.34253"
"6369","Prop_20890.0"
"6370","Prop_17485.0"
"6371","Prop_17282.38080"
"6372","Prop_17282.3831"
"6373","Prop_17282.21932"
"6374","Prop_30158.3"
"6375","Prop_29048.1"
"6376","Prop_27036.25"
"6377","Prop_29612.5"
"6378","Prop_17282.16555"
"6379","Prop_14370.0"
"6380","Prop_17282.8896"
"6381","Prop_17282.25138"
"6382","Prop_25064.3"
"6383","Prop_47387.4"
"6384","Prop_17282.39532"
"6385","Prop_14591.0"
"6386","Prop_45052.0"
"6387","Prop_50456.0"
"6388","Prop_17282.45295"
"6389","Prop_15532.0"
"6390","Prop_40546.1"
"6391","Prop_33802.0"
"6392","Prop_11482.0"
"6393","Prop_17282.7409"
"6394","Prop_17282.24571"
"6395","Prop_17282.17471"
"6396","Prop_48722.0"
"6397","Prop_10196.0"
"6398","Prop_17282.45324"
"6399","Prop_17282.11250"
"6400","Prop_44995.0"
"6401","Prop_17282.15722"
"6402","Prop_3593.2"
"6403","Prop_17282.32021"
"6404","Prop_17282.11249"
"6405","Prop_27036.7"
"6406","Prop_17282.39616"
"6407","Prop_17282.27236"
"6408","Prop_39229.7"
"6409","Prop_1507.1"
"6410","Prop_15938.1"
"6411","Prop_17282.26235"
"6412","Prop_17282.30602"
"6413","Prop_8715.3"
"6414","Prop_23827.2"
"6415","Prop_39385.24"
"6416","Prop_50189.0"
"6417","Prop_17282.22717"
"6418","Prop_4461.0"
"6419","Prop_17282.37881"
"6420","Prop_16725.1"
"6421","Prop_5846.3"
"6422","Prop_31845.0"
"6423","Prop_33072.0"
"6424","Prop_39215.2"
"6425","Prop_10951.0"
"6426","Prop_17282.10939"
"6427","Prop_22091.0"
"6428","Prop_17282.25983"
"6429","Prop_30974.71"
"6430","Prop_39725.5"
"6431","Prop_17282.44041"
"6432","Prop_25371.0"
"6433","Prop_2020.168"
"6434","Prop_26153.5"
"6435","Prop_39066.1"
"6436","Prop_33154.0"
"6437","Prop_14548.1"
"6438","Prop_17282.6526"
"6439","Prop_39221.0"
"6440","Prop_22277.1"
"6441","Prop_41211.1"
"6442","Prop_17282.26324"
"6443","Prop_40077.2"
"6444","Prop_3083.0"
"6445","Prop_20340.1"
"6446","Prop_32328.3"
"6447","Prop_44276.14"
"6448","Prop_40769.1"
"6449","Prop_35152.0"
"6450","Prop_17282.31738"
"6451","Prop_12936.0"
"6452","Prop_17282.2281"
"6453","Prop_17282.19033"
"6454","Prop_13384.0"
"6455","Prop_17282.21175"
"6456","Prop_17282.22260"
"6457","Prop_17282.35188"
"6458","Prop_4009.0"
"6459","Prop_13919.0"
"6460","Prop_30182.0"
"6461","Prop_17282.32446"
"6462","Prop_32801.2"
"6463","Prop_35857.0"
"6464","Prop_17282.17792"
"6465","Prop_17282.35539"
"6466","Prop_17282.23908"
"6467","Prop_17282.19277"
"6468","Prop_42370.1"
"6469","Prop_17282.11211"
"6470","Prop_13053.6"
"6471","Prop_49200.0"
"6472","Prop_29947.0"
"6473","Prop_17282.1942"
"6474","Prop_17282.29200"
"6475","Prop_17282.21604"
"6476","Prop_4562.0"
"6477","Prop_48357.0"
"6478","Prop_17282.8352"
"6479","Prop_17618.1"
"6480","Prop_2020.40"
"6481","Prop_43502.0"
"6482","Prop_32664.0"
"6483","Prop_17282.32017"
"6484","Prop_13022.0"
"6485","Prop_6774.6"
"6486","Prop_17282.19612"
"6487","Prop_39761.0"
"6488","Prop_12257.0"
"6489","Prop_17282.28281"
"6490","Prop_17282.19404"
"6491","Prop_17282.5342"
"6492","Prop_35001.2"
"6493","Prop_12693.0"
"6494","Prop_17282.29475"
"6495","Prop_17282.31718"
"6496","Prop_4747.0"
"6497","Prop_47573.0"
"6498","Prop_41894.1"
"6499","Prop_5309.2"
"6500","Prop_17282.45923"
"6501","Prop_28521.0"
"6502","Prop_17282.4203"
"6503","Prop_17282.33760"
"6504","Prop_17282.20942"
"6505","Prop_17282.17770"
"6506","Prop_17282.32067"
"6507","Prop_17282.46224"
"6508","Prop_17282.6525"
"6509","Prop_17735.0"
"6510","Prop_17282.19883"
"6511","Prop_45896.0"
"6512","Prop_39385.74"
"6513","Prop_11430.0"
"6514","Prop_20604.2"
"6515","Prop_48347.5"
"6516","Prop_17282.13960"
"6517","Prop_34080.0"
"6518","Prop_17282.24005"
"6519","Prop_17282.37575"
"6520","Prop_17282.45663"
"6521","Prop_17282.14388"
"6522","Prop_43620.0"
"6523","Prop_15777.4"
"6524","Prop_48994.0"
"6525","Prop_37726.0"
"6526","Prop_17282.24528"
"6527","Prop_17282.1370"
"6528","Prop_17282.42746"
"6529","Prop_48364.2"
"6530","Prop_344.0"
"6531","Prop_22021.0"
"6532","Prop_17690.10"
"6533","Prop_41952.2"
"6534","Prop_17282.14581"
"6535","Prop_14158.1"
"6536","Prop_48588.0"
"6537","Prop_17282.24129"
"6538","Prop_17282.19714"
"6539","Prop_34793.3"
"6540","Prop_17282.12089"
"6541","Prop_32535.0"
"6542","Prop_17282.15360"
"6543","Prop_2020.176"
"6544","Prop_39518.0"
"6545","Prop_17282.19223"
"6546","Prop_17282.26217"
"6547","Prop_14249.2"
"6548","Prop_8084.2"
"6549","Prop_17282.35832"
"6550","Prop_17282.13244"
"6551","Prop_17282.32731"
"6552","Prop_34006.0"
"6553","Prop_24222.0"
"6554","Prop_17282.34786"
"6555","Prop_17282.23251"
"6556","Prop_3635.0"
"6557","Prop_8161.0"
"6558","Prop_17282.28687"
"6559","Prop_14910.1"
"6560","Prop_17282.21309"
"6561","Prop_30406.0"
"6562","Prop_42278.0"
"6563","Prop_17282.2109"
"6564","Prop_17282.6519"
"6565","Prop_3149.1"
"6566","Prop_2020.69"
"6567","Prop_17282.41694"
"6568","Prop_42991.0"
"6569","Prop_21534.0"
"6570","Prop_17224.0"
"6571","Prop_51026.0"
"6572","Prop_17282.22870"
"6573","Prop_24922.1"
"6574","Prop_43267.2"
"6575","Prop_13647.0"
"6576","Prop_2020.169"
"6577","Prop_17282.7884"
"6578","Prop_17282.37272"
"6579","Prop_27979.0"
"6580","Prop_44465.1"
"6581","Prop_42870.3"
"6582","Prop_17282.28307"
"6583","Prop_16768.0"
"6584","Prop_47524.1"
"6585","Prop_35469.1"
"6586","Prop_17282.26277"
"6587","Prop_10601.0"
"6588","Prop_17282.27270"
"6589","Prop_17282.2946"
"6590","Prop_35824.1"
"6591","Prop_5265.0"
"6592","Prop_30974.59"
"6593","Prop_17282.29999"
"6594","Prop_39084.0"
"6595","Prop_32438.0"
"6596","Prop_8986.0"
"6597","Prop_17282.172"
"6598","Prop_17282.18981"
"6599","Prop_17282.19523"
"6600","Prop_17282.25164"
"6601","Prop_24025.7"
"6602","Prop_17282.25228"
"6603","Prop_14277.0"
"6604","Prop_47993.0"
"6605","Prop_17282.26323"
"6606","Prop_17282.15069"
"6607","Prop_17282.27411"
"6608","Prop_31649.0"
"6609","Prop_17282.5498"
"6610","Prop_17282.35617"
"6611","Prop_2020.92"
"6612","Prop_26486.1"
"6613","Prop_41149.0"
"6614","Prop_17282.18563"
"6615","Prop_47616.1"
"6616","Prop_17282.26997"
"6617","Prop_17282.5829"
"6618","Prop_18295.0"
"6619","Prop_28356.0"
"6620","Prop_26153.6"
"6621","Prop_51363.6"
"6622","Prop_32049.6"
"6623","Prop_44683.1"
"6624","Prop_17282.17914"
"6625","Prop_17282.17486"
"6626","Prop_12928.14"
"6627","Prop_44814.0"
"6628","Prop_17282.25956"
"6629","Prop_12829.2"
"6630","Prop_2020.149"
"6631","Prop_15296.0"
"6632","Prop_17282.8761"
"6633","Prop_39385.25"
"6634","Prop_35711.0"
"6635","Prop_17282.43678"
"6636","Prop_23592.0"
"6637","Prop_27211.0"
"6638","Prop_17282.6173"
"6639","Prop_26013.5"
"6640","Prop_50859.2"
"6641","Prop_16111.1"
"6642","Prop_17282.13758"
"6643","Prop_17282.36711"
"6644","Prop_17282.20316"
"6645","Prop_17282.19565"
"6646","Prop_24919.0"
